Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Platform_Code,Content_Type_Code
POST_02298,2025-06-30 09:58:00,Instagram,Story,Entertainment,9680,223,210,15216,96,0.23643424826547457,8.53,0.3913043478260869,Monday,6,0.658266129032258,Positive,Macro,True,False,1,13
POST_03389,2025-06-30 11:44:00,Instagram,Carousel,Lifestyle,765,114,32,14450,834,0.13563748818279417,1.33,0.4782608695652174,Monday,22,0.9657258064516129,Positive,Mid-tier,True,True,1,1
POST_00449,2025-06-30 12:20:00,Twitter,Retweet,Sports,374,73,1526,20056,111,0.018549007354708456,20.12,0.5217391304347826,Monday,6,0.8755040322580645,Neutral,Nano,True,False,4,10
POST_04991,2025-06-30 16:02:00,YouTube,Video,Health,5158,531,1161,599225,643,0.7953259946482079,1.72,0.6956521739130435,Monday,5,0.27066532258064513,Positive,Macro,True,False,5,16
POST_00034,2025-06-30 23:15:00,YouTube,Live,Business,14396,953,17,569728,2099,0.14788131519492384,20.66,1.0,Monday,12,0.014616935483870969,Positive,Mid-tier,False,False,5,5
POST_01993,2025-07-01 00:41:00,Facebook,Video,Fashion,5802,169,304,23355,431,0.08595114486692626,14.44,0.0,Tuesday,28,0.09475806451612903,Neutral,Micro,True,True,0,16
POST_01340,2025-07-01 12:13:00,Instagram,Story,Fitness,298,13,35,37591,594,0.01997308080565303,3.29,0.5217391304347826,Tuesday,28,0.3130040322580645,Neutral,Micro,True,False,1,13
POST_01780,2025-07-01 19:03:00,TikTok,Video,Entertainment,45806,1094,313,178889,1372,0.12001874729606309,78.08,0.8260869565217391,Tuesday,9,0.035282258064516125,Positive,Mid-tier,True,False,3,16
POST_01725,2025-07-01 20:50:00,LinkedIn,Poll,Health,892,40,236,25907,93,0.5394013683923794,0.43,0.8695652173913043,Tuesday,28,0.7273185483870968,Positive,Macro,True,True,2,7
POST_04099,2025-07-01 23:25:00,Twitter,Thread,Food,2469,48,669,95957,429,0.29379176080373026,2.16,1.0,Tuesday,3,0.9279233870967741,Positive,Macro,True,True,4,14
POST_02679,2025-07-02 00:13:00,Instagram,Story,Fitness,8999,200,33,22982,630,0.5348867951737731,3.45,0.0,Wednesday,27,0.9480846774193548,Positive,Macro,True,False,1,13
POST_00746,2025-07-02 00:40:00,TikTok,Stitch,Health,25014,1231,4474,78071,2266,0.4289084907625503,14.31,0.0,Wednesday,3,0.05241935483870967,Positive,Macro,True,False,3,12
POST_04419,2025-07-02 06:04:00,Twitter,Tweet,Business,1022,279,1572,97430,262,0.4917319617362881,1.17,0.2608695652173913,Wednesday,9,0.6144153225806451,Negative,Macro,True,False,4,15
POST_03328,2025-07-02 06:18:00,Facebook,Story,Fashion,6946,281,855,48169,294,0.09497628547164673,16.85,0.2608695652173913,Wednesday,24,0.2762096774193548,Positive,Micro,False,False,0,13
POST_04314,2025-07-02 06:54:00,TikTok,Video,Lifestyle,38297,1928,1712,122458,330,0.9995673700908524,8.39,0.2608695652173913,Wednesday,19,0.08719758064516128,Neutral,Macro,True,False,3,16
POST_04911,2025-07-02 07:46:00,TikTok,Stitch,Entertainment,25305,1170,4694,243470,1899,0.6199947123011105,10.05,0.30434782608695654,Wednesday,15,0.17288306451612903,Neutral,Macro,True,False,3,12
POST_03103,2025-07-02 09:11:00,YouTube,Live,Food,15991,368,1741,598124,4497,0.16415100386162254,21.94,0.3913043478260869,Wednesday,5,0.15826612903225806,Neutral,Mid-tier,True,True,5,5
POST_02921,2025-07-02 11:21:00,Twitter,Tweet,Travel,3275,17,760,45537,90,0.36738891826499387,2.2,0.4782608695652174,Wednesday,8,0.6305443548387096,Neutral,Macro,True,False,4,15
POST_01652,2025-07-02 11:56:00,Twitter,Retweet,Business,401,178,265,2316,339,0.5921281385697577,0.28,0.4782608695652174,Wednesday,19,0.36693548387096775,Positive,Macro,True,False,4,10
POST_02138,2025-07-02 13:36:00,LinkedIn,Document,Entertainment,1486,148,454,13719,244,0.9004490538223655,0.46,0.5652173913043478,Wednesday,7,0.09475806451612903,Positive,Macro,True,False,2,3
POST_00331,2025-07-02 22:11:00,Twitter,Retweet,Food,2248,255,617,9888,95,0.8599801310708393,0.73,0.9565217391304348,Wednesday,12,0.11693548387096775,Positive,Macro,True,True,4,10
POST_01078,2025-07-02 23:53:00,LinkedIn,Post,Fashion,1712,94,155,27962,11,0.04491739973401273,8.54,1.0,Wednesday,5,0.9848790322580645,Neutral,Micro,True,True,2,8
POST_00508,2025-07-03 03:29:00,TikTok,Duet,Lifestyle,27813,801,3631,119587,1566,0.6960414363312984,9.26,0.13043478260869565,Thursday,22,0.07157258064516128,Negative,Macro,True,False,3,4
POST_00020,2025-07-03 03:59:00,Twitter,Tweet,Fitness,1407,180,242,53076,394,0.49186014837603553,0.74,0.13043478260869565,Thursday,14,0.641633064516129,Negative,Macro,True,True,4,15
POST_02944,2025-07-03 04:47:00,LinkedIn,Post,Gaming,498,31,82,6122,54,0.7724907465269434,0.16,0.17391304347826086,Thursday,17,0.49495967741935487,Neutral,Macro,True,False,2,8
POST_01268,2025-07-03 05:23:00,Facebook,Video,Food,1673,191,182,22618,27,0.1815222964636511,2.24,0.21739130434782608,Thursday,14,0.12247983870967741,Negative,Mid-tier,True,False,0,16
POST_00059,2025-07-03 08:49:00,Instagram,Photo,Education,1243,43,70,16095,569,0.16598968097550035,1.63,0.34782608695652173,Thursday,26,0.2757056451612903,Positive,Mid-tier,True,False,1,6
POST_02675,2025-07-03 10:29:00,TikTok,Duet,Entertainment,42623,1460,4704,471606,1927,0.09383662612764186,102.94,0.43478260869565216,Thursday,10,0.15473790322580644,Positive,Micro,False,True,3,4
POST_04052,2025-07-03 13:30:00,LinkedIn,Article,Health,696,84,229,26072,257,0.4163662292297585,0.48,0.5652173913043478,Thursday,23,0.8810483870967741,Negative,Macro,True,False,2,0
POST_01228,2025-07-03 19:40:00,Twitter,Tweet,Fashion,2164,53,179,49465,186,0.7490806614430612,0.64,0.8260869565217391,Thursday,12,0.7903225806451613,Neutral,Macro,True,True,4,15
POST_03232,2025-07-04 00:46:00,Facebook,Story,Education,6639,296,175,5951,270,0.9461115383999104,1.5,0.0,Friday,11,0.27469758064516125,Neutral,Macro,True,False,0,13
POST_00522,2025-07-04 04:24:00,Twitter,Thread,Technology,633,84,1584,64043,52,0.10470244676248619,4.36,0.17391304347826086,Friday,17,0.20866935483870966,Positive,Mid-tier,True,False,4,14
POST_04188,2025-07-04 04:35:00,Facebook,Video,Food,3546,284,457,15832,411,0.1479393997660594,5.76,0.17391304347826086,Friday,0,0.12147177419354838,Positive,Mid-tier,True,False,0,16
POST_02998,2025-07-04 05:10:00,Twitter,Thread,Health,4027,37,467,79651,150,0.4440144850902915,2.04,0.21739130434782608,Friday,24,0.9364919354838709,Neutral,Macro,True,False,4,14
POST_04383,2025-07-04 05:25:00,Facebook,Live,Health,2557,224,227,29740,325,0.9765398420099667,0.62,0.21739130434782608,Friday,28,0.06199596774193548,Neutral,Macro,True,False,0,5
POST_01300,2025-07-04 09:10:00,LinkedIn,Article,Fashion,1966,125,12,26638,87,0.6993262189748275,0.6,0.3913043478260869,Friday,13,0.34274193548387094,Positive,Macro,True,False,2,0
POST_01036,2025-07-04 12:33:00,LinkedIn,Document,Technology,992,103,30,11282,23,0.9619005271675561,0.23,0.5217391304347826,Friday,5,0.12298387096774194,Negative,Macro,True,False,2,3
POST_02578,2025-07-04 12:47:00,Facebook,Video,Technology,2812,95,9,45269,173,0.42162789020814306,1.38,0.5217391304347826,Friday,1,0.13054435483870966,Neutral,Macro,True,False,0,16
POST_01069,2025-07-04 15:15:00,Twitter,Thread,Fitness,4375,64,1569,72442,351,0.5936723869954655,2.02,0.6521739130434783,Friday,13,0.7071572580645161,Positive,Macro,False,False,4,14
POST_02010,2025-07-04 17:05:00,Facebook,Story,Technology,1590,155,249,37143,227,0.8055849316604978,0.5,0.7391304347826086,Friday,2,0.36189516129032256,Positive,Macro,True,False,0,13
POST_02187,2025-07-04 18:16:00,TikTok,Stitch,Gaming,9840,153,2797,287294,912,0.615874713582977,4.15,0.7826086956521738,Friday,24,0.046875,Positive,Macro,True,True,3,12
POST_03828,2025-07-05 00:57:00,Facebook,Video,Health,1836,24,694,47208,698,0.418855854123604,1.22,0.0,Saturday,22,0.24344758064516125,Neutral,Macro,True,False,0,16
POST_02042,2025-07-05 06:16:00,Facebook,Live,Lifestyle,1469,205,233,4646,79,0.532963995577561,0.72,0.2608695652173913,Saturday,1,0.0282258064516129,Negative,Macro,False,False,0,5
POST_00046,2025-07-05 08:47:00,LinkedIn,Post,Gaming,1051,16,13,24864,196,0.8190405230014903,0.26,0.34782608695652173,Saturday,5,0.4571572580645161,Neutral,Macro,True,False,2,8
POST_00951,2025-07-05 08:59:00,Facebook,Story,Fitness,3881,343,263,63598,92,0.3758051723309138,2.38,0.34782608695652173,Saturday,28,0.06149193548387096,Negative,Macro,False,False,0,13
POST_04320,2025-07-05 14:20:00,Facebook,Story,Fashion,2757,346,429,72627,739,0.4500713038183596,1.57,0.6086956521739131,Saturday,5,0.4889112903225806,Positive,Macro,False,False,0,13
POST_04406,2025-07-05 16:13:00,LinkedIn,Document,Travel,31,75,293,28383,33,0.6756377285327437,0.12,0.6956521739130435,Saturday,12,0.27923387096774194,Positive,Macro,True,True,2,3
POST_04688,2025-07-05 17:31:00,Instagram,Carousel,Food,5969,109,26,46632,256,0.9983896553381725,1.22,0.7391304347826086,Saturday,15,0.673891129032258,Negative,Macro,True,True,1,1
POST_00197,2025-07-05 21:46:00,LinkedIn,Post,Technology,1959,93,21,12052,104,0.23255459949686746,1.78,0.9130434782608695,Saturday,9,0.1255040322580645,Neutral,Macro,True,False,2,8
POST_00274,2025-07-06 01:22:00,YouTube,Community Post,Gaming,14782,900,364,128922,2355,0.7887343972824433,4.07,0.043478260869565216,Sunday,24,0.32661290322580644,Positive,Macro,True,False,5,2
POST_04484,2025-07-06 03:18:00,Facebook,Video,Health,5338,211,17,53912,169,0.6865015462513421,1.62,0.13043478260869565,Sunday,29,0.08467741935483872,Positive,Macro,False,False,0,16
POST_01034,2025-07-06 04:41:00,Instagram,Reel,Technology,4847,240,38,17667,814,0.012904789373327567,73.36,0.17391304347826086,Sunday,10,0.01008064516129032,Positive,Nano,True,False,1,9
POST_00094,2025-07-06 04:46:00,Facebook,Post,Education,3229,197,855,26030,402,0.629093960806935,1.36,0.17391304347826086,Sunday,15,0.4692540322580645,Neutral,Macro,False,False,0,8
POST_02294,2025-07-06 05:37:00,Facebook,Live,Gaming,5203,370,613,42505,247,0.33718894710698777,3.66,0.21739130434782608,Sunday,25,0.2545362903225806,Negative,Macro,True,True,0,5
POST_03340,2025-07-06 10:12:00,LinkedIn,Post,Entertainment,875,31,337,11236,262,0.6013816116265284,0.41,0.43478260869565216,Sunday,15,0.03931451612903226,Positive,Macro,True,False,2,8
POST_00080,2025-07-06 23:44:00,Instagram,Carousel,Health,5856,263,212,9974,623,0.24837964075694213,5.08,1.0,Sunday,15,0.862399193548387,Positive,Macro,True,False,1,1
POST_00701,2025-07-06 23:56:00,Facebook,Live,Education,527,395,898,1504,340,0.2580597349741223,1.41,1.0,Sunday,18,0.2620967741935484,Negative,Macro,True,True,0,5
POST_02221,2025-07-07 01:32:00,LinkedIn,Document,Gaming,933,78,381,11982,150,0.9321972792385714,0.3,0.043478260869565216,Monday,2,0.9909274193548386,Neutral,Macro,True,False,2,3
POST_02292,2025-07-07 08:35:00,Twitter,Retweet,Lifestyle,4715,275,305,92246,84,0.07042654104375973,14.83,0.34782608695652173,Monday,21,0.5171370967741935,Positive,Micro,True,False,4,10
POST_01603,2025-07-07 08:42:00,Instagram,Photo,Fashion,9636,261,186,30993,963,0.5509501834671282,3.66,0.34782608695652173,Monday,25,0.3533266129032258,Negative,Macro,False,False,1,6
POST_00545,2025-07-07 08:51:00,Facebook,Post,Fashion,4383,236,340,27832,31,0.8617627265298275,1.15,0.34782608695652173,Monday,29,0.9884072580645161,Positive,Macro,False,False,0,8
POST_01158,2025-07-07 10:24:00,TikTok,Duet,Food,38837,1982,4006,261196,2122,0.7777223637616371,11.53,0.43478260869565216,Monday,28,0.19909274193548385,Positive,Macro,True,False,3,4
POST_02937,2025-07-07 20:19:00,TikTok,Duet,Sports,36289,129,1118,199549,2771,0.5679168869874538,13.21,0.8695652173913043,Monday,24,0.2711693548387097,Neutral,Macro,True,False,3,4
POST_01969,2025-07-07 23:18:00,Twitter,Tweet,Travel,1624,137,100,82014,378,0.7418982037847106,0.5,1.0,Monday,9,0.4979838709677419,Positive,Macro,True,False,4,15
POST_01923,2025-07-08 01:22:00,Facebook,Post,Business,673,141,369,70889,382,0.5709112467753049,0.41,0.043478260869565216,Tuesday,18,0.8644153225806451,Neutral,Macro,True,False,0,8
POST_02213,2025-07-08 01:54:00,Instagram,Reel,Business,3143,260,192,26549,985,0.5867202647054112,1.22,0.043478260869565216,Tuesday,29,0.0438508064516129,Neutral,Macro,True,True,1,9
POST_04744,2025-07-08 03:04:00,YouTube,Video,Health,10320,263,1708,758079,4423,0.25631319200756303,9.56,0.13043478260869565,Tuesday,10,0.017137096774193547,Positive,Macro,True,False,5,16
POST_03914,2025-07-08 04:09:00,YouTube,Video,Lifestyle,9701,862,302,697974,3004,0.378579211331699,5.73,0.17391304347826086,Tuesday,22,0.027217741935483868,Positive,Macro,True,False,5,16
POST_01626,2025-07-08 13:48:00,LinkedIn,Article,Fashion,1301,140,290,18119,181,0.6043779743306255,0.57,0.5652173913043478,Tuesday,23,0.6592741935483871,Positive,Macro,True,True,2,0
POST_04856,2025-07-09 13:33:00,Instagram,Reel,Health,8468,367,57,42051,33,0.024734012722523995,68.97,0.5652173913043478,Wednesday,28,0.03326612903225806,Neutral,Micro,True,False,1,9
POST_00402,2025-07-09 14:26:00,YouTube,Community Post,Travel,2703,435,1148,39575,3212,0.679962024707975,1.26,0.6086956521739131,Wednesday,20,0.8271169354838709,Positive,Macro,True,False,5,2
POST_00250,2025-07-09 14:26:00,TikTok,Stitch,Travel,35677,883,4696,484177,2467,0.2898960887051547,28.4,0.6086956521739131,Wednesday,2,0.028729838709677415,Neutral,Macro,True,True,3,12
POST_01112,2025-07-09 20:03:00,Instagram,Photo,Food,550,130,53,8583,112,0.20486428239516738,0.71,0.8695652173913043,Wednesday,1,0.26713709677419356,Neutral,Macro,True,True,1,6
POST_01909,2025-07-09 22:40:00,Twitter,Retweet,Gaming,665,291,724,84442,105,0.7513319393036262,0.45,0.9565217391304348,Wednesday,19,0.7716733870967741,Positive,Macro,True,True,4,10
POST_04007,2025-07-10 08:00:00,Twitter,Thread,Health,4604,88,1792,43950,226,0.16717340447691842,7.72,0.34782608695652173,Thursday,28,0.28024193548387094,Neutral,Mid-tier,True,False,4,14
POST_02129,2025-07-10 13:16:00,TikTok,Stitch,Technology,20677,1922,683,183373,2882,0.28902281722187506,16.07,0.5652173913043478,Thursday,7,0.12399193548387097,Positive,Macro,True,True,3,12
POST_02337,2025-07-10 15:11:00,Facebook,Video,Education,4511,300,934,74109,260,0.6295245877998367,1.82,0.6521739130434783,Thursday,3,0.15171370967741934,Neutral,Macro,True,False,0,16
POST_00772,2025-07-10 15:16:00,TikTok,Video,Gaming,19046,814,961,116119,2495,0.28388533705074587,14.63,0.6521739130434783,Thursday,24,0.02469758064516129,Neutral,Macro,False,False,3,16
POST_01957,2025-07-10 17:25:00,Facebook,Video,Business,6731,226,332,46443,81,0.17118123988527298,8.47,0.7391304347826086,Thursday,0,0.08618951612903225,Positive,Mid-tier,True,False,0,16
POST_02049,2025-07-10 17:30:00,Facebook,Live,Entertainment,4505,145,744,62778,82,0.22023866749987986,4.88,0.7391304347826086,Thursday,16,0.16431451612903225,Neutral,Macro,True,False,0,5
POST_00145,2025-07-10 22:19:00,Twitter,Tweet,Gaming,581,111,1484,76863,24,0.3601563877004919,1.21,0.9565217391304348,Thursday,26,0.7802419354838709,Positive,Macro,True,False,4,15
POST_04399,2025-07-11 05:27:00,Instagram,Reel,Entertainment,1039,68,98,11155,914,0.6776987293499336,0.36,0.21739130434782608,Friday,1,0.19002016129032256,Negative,Macro,False,False,1,9
POST_01040,2025-07-11 13:34:00,Twitter,Thread,Travel,4581,98,1126,17673,360,0.9058429072729896,1.28,0.5652173913043478,Friday,21,0.11189516129032256,Positive,Macro,True,False,4,14
POST_01525,2025-07-11 15:22:00,Facebook,Story,Fitness,7968,386,379,72685,496,0.8010483263631849,2.18,0.6521739130434783,Friday,18,0.7217741935483871,Neutral,Macro,True,False,0,13
POST_03676,2025-07-11 19:50:00,Twitter,Tweet,Health,649,96,1475,45874,266,0.7676997708663815,0.58,0.8260869565217391,Friday,2,0.8215725806451613,Neutral,Macro,True,False,4,15
POST_00005,2025-07-12 02:37:00,Instagram,Reel,Education,865,432,174,15566,473,0.6101323527055393,0.48,0.08695652173913043,Saturday,10,0.03326612903225806,Positive,Macro,True,False,1,9
POST_01214,2025-07-12 05:43:00,TikTok,Video,Sports,46364,167,3713,349162,2338,0.13794685061449471,72.38,0.21739130434782608,Saturday,13,0.17036290322580644,Negative,Mid-tier,True,False,3,16
POST_02004,2025-07-12 09:40:00,Instagram,Story,Fitness,1255,9,146,26447,488,0.2562350782739669,1.1,0.3913043478260869,Saturday,3,0.5640120967741935,Neutral,Macro,True,False,1,13
POST_04847,2025-07-13 05:38:00,YouTube,Live,Fashion,1968,246,496,146354,259,0.42135349068243366,1.28,0.21739130434782608,Sunday,0,0.19506048387096772,Neutral,Macro,True,False,5,5
POST_01307,2025-07-13 06:27:00,LinkedIn,Article,Food,284,53,180,10648,244,0.20944495184989348,0.49,0.2608695652173913,Sunday,3,0.6522177419354839,Positive,Macro,True,False,2,0
POST_01457,2025-07-13 07:09:00,LinkedIn,Poll,Food,1336,34,3,17245,199,0.8250612892371294,0.33,0.30434782608695654,Sunday,22,0.6602822580645161,Neutral,Macro,True,False,2,7
POST_01111,2025-07-13 15:11:00,TikTok,Duet,Fitness,11321,1877,2355,106978,530,0.013385489272380587,215.24,0.6521739130434783,Sunday,6,0.028729838709677415,Neutral,Nano,True,True,3,4
POST_03117,2025-07-13 16:21:00,LinkedIn,Post,Lifestyle,1275,14,253,15189,288,0.5463354644362193,0.56,0.6956521739130435,Sunday,4,0.29637096774193544,Neutral,Macro,True,False,2,8
POST_02813,2025-07-13 18:23:00,LinkedIn,Article,Education,1482,143,85,2761,38,0.7374697559646847,0.46,0.7826086956521738,Sunday,10,0.33669354838709675,Neutral,Macro,False,False,2,0
POST_04571,2025-07-13 19:21:00,Facebook,Video,Technology,1220,59,654,27750,536,0.13873399669919403,2.77,0.8260869565217391,Sunday,9,0.01663306451612903,Positive,Mid-tier,True,False,0,16
POST_00257,2025-07-13 19:57:00,YouTube,Community Post,Gaming,15863,406,1495,546042,4321,0.8751241808072555,4.06,0.8260869565217391,Sunday,12,0.07157258064516128,Positive,Macro,False,True,5,2
POST_01397,2025-07-13 21:11:00,Twitter,Retweet,Fashion,3540,213,1104,54648,147,0.37591933855693893,2.58,0.9130434782608695,Sunday,9,0.7661290322580645,Negative,Macro,True,False,4,10
POST_02621,2025-07-14 08:39:00,TikTok,Video,Food,37378,403,3706,296544,407,0.5526887147687033,15.01,0.34782608695652173,Monday,13,0.16179435483870966,Positive,Macro,True,False,3,16
POST_01010,2025-07-14 16:12:00,Facebook,Story,Entertainment,828,261,802,22452,397,0.9795081638866191,0.39,0.6956521739130435,Monday,16,0.577116935483871,Neutral,Macro,True,False,0,13
POST_03414,2025-07-14 23:20:00,Twitter,Tweet,Travel,4344,218,1292,9752,356,0.33730912208175107,3.46,1.0,Monday,11,0.1436491935483871,Positive,Macro,True,True,4,15
POST_02756,2025-07-15 05:30:00,Twitter,Poll,Health,21,147,534,28955,457,0.2999887836690221,0.47,0.21739130434782608,Tuesday,8,0.027217741935483868,Negative,Macro,False,False,4,7
POST_02230,2025-07-15 08:15:00,Twitter,Retweet,Health,1867,96,177,38336,447,0.4254154048294317,1.0,0.34782608695652173,Tuesday,5,0.36189516129032256,Neutral,Macro,True,True,4,10
POST_04345,2025-07-15 12:06:00,Facebook,Story,Business,3564,222,463,69574,329,0.9929256998189365,0.86,0.5217391304347826,Tuesday,18,0.5569556451612903,Negative,Macro,False,True,0,13
POST_03095,2025-07-15 14:29:00,Instagram,Reel,Lifestyle,9405,371,129,40786,156,0.7316612988511273,2.71,0.6086956521739131,Tuesday,0,0.13760080645161288,Positive,Macro,True,False,1,9
POST_00237,2025-07-15 14:57:00,Twitter,Poll,Fitness,3901,152,1866,2999,6,0.3453247928984602,3.42,0.6086956521739131,Tuesday,28,0.9929435483870968,Positive,Macro,True,False,4,7
POST_01800,2025-07-15 15:58:00,Instagram,Carousel,Education,664,11,165,36758,481,0.7641886586870484,0.22,0.6521739130434783,Tuesday,26,0.8971774193548386,Positive,Macro,True,True,1,1
POST_02786,2025-07-16 01:00:00,Instagram,Story,Food,1415,181,131,5252,92,0.6020065214952972,0.57,0.043478260869565216,Wednesday,9,0.48235887096774194,Positive,Macro,True,False,1,13
POST_02019,2025-07-16 02:18:00,Instagram,Story,Gaming,8850,313,213,2864,194,0.8385148776618758,2.24,0.08695652173913043,Wednesday,11,0.4480846774193548,Neutral,Macro,True,False,1,13
POST_00407,2025-07-16 04:59:00,Twitter,Thread,Fitness,3350,206,1454,12218,428,0.39311637744556077,2.55,0.17391304347826086,Wednesday,17,0.17137096774193547,Neutral,Macro,True,False,4,14
POST_04608,2025-07-16 08:46:00,Instagram,Story,Fitness,348,343,105,16661,971,0.6502487621977601,0.24,0.34782608695652173,Wednesday,29,0.4223790322580645,Positive,Macro,True,False,1,13
POST_02018,2025-07-16 14:41:00,TikTok,Duet,Fitness,46013,1368,2181,102052,968,0.21279182489705012,46.41,0.6086956521739131,Wednesday,18,0.03931451612903226,Positive,Macro,True,False,3,4
POST_02348,2025-07-16 16:07:00,Twitter,Thread,Entertainment,2858,4,1157,37994,232,0.6610745245076833,1.22,0.6956521739130435,Wednesday,21,0.797883064516129,Neutral,Macro,True,False,4,14
POST_01215,2025-07-17 00:46:00,LinkedIn,Poll,Travel,1524,122,118,7763,238,0.6343816596965183,0.56,0.0,Thursday,8,0.01965725806451613,Positive,Macro,False,False,2,7
POST_00397,2025-07-17 01:29:00,TikTok,Stitch,Technology,44520,856,1943,438714,2661,0.31245293146821773,30.23,0.043478260869565216,Thursday,10,0.17590725806451613,Neutral,Macro,True,False,3,12
POST_00108,2025-07-17 03:03:00,TikTok,Stitch,Education,43127,1302,352,141746,956,0.20568147222355754,43.38,0.13043478260869565,Thursday,10,0.03629032258064516,Positive,Macro,True,True,3,12
POST_01496,2025-07-17 07:06:00,LinkedIn,Poll,Fitness,730,125,114,11508,222,0.6569264849621049,0.29,0.30434782608695654,Thursday,7,0.8845766129032258,Neutral,Macro,False,True,2,7
POST_04414,2025-07-17 08:16:00,Facebook,Live,Travel,852,130,536,66502,243,0.03205867743434441,9.17,0.34782608695652173,Thursday,22,0.03125,Positive,Micro,True,True,0,5
POST_00326,2025-07-17 10:22:00,LinkedIn,Document,Food,113,77,205,3067,286,0.27549912672851673,0.29,0.43478260869565216,Thursday,11,0.8492943548387096,Neutral,Macro,False,False,2,3
POST_01518,2025-07-17 15:03:00,TikTok,Duet,Fashion,1119,987,3548,287414,2185,0.4176601131247096,2.7,0.6521739130434783,Thursday,6,0.21118951612903225,Neutral,Macro,True,False,3,4
POST_00819,2025-07-17 17:18:00,Instagram,Story,Education,2896,159,187,26508,78,0.45777652261693025,1.42,0.7391304347826086,Thursday,22,0.5378024193548386,Negative,Macro,False,False,1,13
POST_03125,2025-07-18 03:19:00,LinkedIn,Document,Lifestyle,1151,91,341,14612,285,0.08573683282859845,3.65,0.13043478260869565,Friday,29,0.37752016129032256,Positive,Micro,False,False,2,3
POST_02389,2025-07-18 04:39:00,LinkedIn,Post,Fitness,744,70,228,11507,184,0.2308461119389832,0.9,0.17391304347826086,Friday,19,0.10332661290322581,Negative,Macro,False,False,2,8
POST_01687,2025-07-18 11:22:00,YouTube,Community Post,Gaming,9820,682,1587,385891,2523,0.8592290374785689,2.81,0.4782608695652174,Friday,1,0.9581653225806451,Positive,Macro,True,False,5,2
POST_04945,2025-07-18 20:18:00,TikTok,Video,Fitness,35901,745,2956,207267,1031,0.9022496755275683,8.78,0.8695652173913043,Friday,10,0.2192540322580645,Positive,Macro,False,False,3,16
POST_00162,2025-07-18 22:27:00,Facebook,Post,Technology,5680,222,946,18813,770,0.36169262446121553,3.78,0.9565217391304348,Friday,14,0.0967741935483871,Positive,Macro,True,False,0,8
POST_03199,2025-07-18 22:48:00,Instagram,Reel,Health,6102,308,69,18526,343,0.1898804659584355,6.8,0.9565217391304348,Friday,20,0.19002016129032256,Neutral,Mid-tier,True,False,1,9
POST_00571,2025-07-18 23:55:00,Facebook,Story,Fashion,4504,250,899,17262,392,0.6959913634251471,1.62,1.0,Friday,27,0.5362903225806451,Positive,Macro,False,True,0,13
POST_00362,2025-07-19 02:10:00,Facebook,Post,Travel,5109,241,585,47909,227,0.7967881235078275,1.49,0.08695652173913043,Saturday,15,0.046875,Neutral,Macro,False,True,0,8
POST_01257,2025-07-19 05:21:00,Instagram,Carousel,Gaming,750,61,110,18424,994,0.8593331891233638,0.21,0.21739130434782608,Saturday,0,0.8508064516129032,Positive,Macro,False,True,1,1
POST_04411,2025-07-19 06:37:00,Instagram,Story,Fitness,6862,44,174,17770,403,0.2341769616561714,6.03,0.2608695652173913,Saturday,17,0.8371975806451613,Negative,Macro,False,True,1,13
POST_03398,2025-07-19 12:19:00,TikTok,Stitch,Education,18101,588,3736,387907,1126,0.28893068307455655,15.49,0.5217391304347826,Saturday,26,0.2096774193548387,Neutral,Macro,True,False,3,12
POST_00413,2025-07-19 13:05:00,YouTube,Live,Technology,15584,750,958,61155,2362,0.26723309138105084,12.91,0.5652173913043478,Saturday,14,0.11542338709677419,Positive,Macro,True,False,5,5
POST_02807,2025-07-19 14:24:00,TikTok,Duet,Sports,12371,1106,4327,299319,773,0.38818720056402123,9.16,0.6086956521739131,Saturday,18,0.1285282258064516,Positive,Macro,True,True,3,4
POST_04016,2025-07-19 14:46:00,Twitter,Retweet,Health,4181,288,1204,98510,47,0.16038552131904055,7.04,0.6086956521739131,Saturday,16,0.8971774193548386,Neutral,Mid-tier,True,True,4,10
POST_01140,2025-07-19 15:03:00,Facebook,Story,Sports,5698,157,490,50955,19,0.6245032767709786,2.03,0.6521739130434783,Saturday,1,0.9470766129032258,Positive,Macro,True,True,0,13
POST_00431,2025-07-19 17:24:00,Instagram,Carousel,Fashion,5175,345,37,15162,365,0.7622237978496692,1.46,0.7391304347826086,Saturday,20,0.9470766129032258,Positive,Macro,False,True,1,1
POST_03600,2025-07-20 02:17:00,LinkedIn,Article,Entertainment,1246,60,190,18174,130,0.4429048694899774,0.67,0.08695652173913043,Sunday,24,0.17641129032258063,Negative,Macro,False,True,2,0
POST_04080,2025-07-20 03:23:00,Instagram,Photo,Travel,5964,6,23,23239,245,0.07878871637103624,15.03,0.13043478260869565,Sunday,8,0.48286290322580644,Neutral,Micro,True,False,1,6
POST_03671,2025-07-20 09:46:00,Instagram,Story,Fashion,3100,452,32,23976,359,0.7654885513307377,0.94,0.3913043478260869,Sunday,19,0.055443548387096774,Neutral,Macro,True,False,1,13
POST_01889,2025-07-20 13:53:00,LinkedIn,Post,Education,1886,111,181,8202,41,0.0040699258119822465,84.58,0.5652173913043478,Sunday,11,0.7918346774193548,Neutral,Nano,True,False,2,8
